Model Year,Mfr Name,Division,Carline,Displacement,Cylinders,City,Highway,Combined,Guzzler 
2014,aston martin,Aston Martin Lagonda Ltd,V8 Vantage,4.7,8,14,21,16,G
2014,aston martin,Aston Martin Lagonda Ltd,V8 Vantage,4.7,8,13,19,15,G
2014,aston martin,Aston Martin Lagonda Ltd,V8 Vantage S,4.7,8,14,21,16,G
2014,aston martin,Aston Martin Lagonda Ltd,V8 Vantage S,4.7,8,13,19,15,G
2014,Audi,Audi,R8,4.2,8,14,23,17,G
2014,Audi,Audi,R8,4.2,8,11,20,14,G
2014,Audi,Audi,R8,5.2,10,13,22,16,G
2014,Audi,Audi,R8,5.2,10,12,19,14,G
2014,Audi,Audi,R8 Spyder,4.2,8,14,23,17,G
2014,Audi,Audi,R8 Spyder,4.2,8,11,20,14,G
2014,Audi,Audi,R8 Spyder,5.2,10,13,22,16,G
2014,Audi,Audi,R8 Spyder,5.2,10,12,19,14,G
2014,Audi,Audi,TT Roadster quattro,2,4,22,31,26,
2014,BMW,BMW,Z4 sDrive28i,2,4,22,33,26,
2014,BMW,BMW,Z4 sDrive28i,2,4,22,34,26,
2014,BMW,BMW,Z4 sDrive35i,3,6,17,24,20,
2014,BMW,BMW,Z4 sDrive35i,3,6,19,26,21,
2014,BMW,BMW,Z4 sDrive35is,3,6,17,24,20,
2014,Bugatti,Bugatti,Veyron,8,16,8,15,10,G
2014,General Motors,Chevrolet,CORVETTE,6.2,8,16,28,20,
2014,General Motors,Chevrolet,CORVETTE,6.2,8,17,29,21,
2014,Ferrari,"Ferrari North America, Inc.",458 Italia,4.5,8,13,17,14,G
2014,Ferrari,"Ferrari North America, Inc.",458 Italia,4.5,8,13,17,15,G
2014,Ferrari,"Ferrari North America, Inc.",458 Spider,4.5,8,13,17,14,G
2014,Ferrari,"Ferrari North America, Inc.",458 Spider,4.5,8,13,17,15,G
2014,Ferrari,"Ferrari North America, Inc.",F12,6.3,12,11,16,13,G
2014,Ferrari,"Ferrari North America, Inc.",F12,6.3,12,12,16,13,G
2014,Honda,Honda,CR-Z,1.5,4,36,39,37,
2014,Honda,Honda,CR-Z,1.5,4,31,38,34,
2014,Jaguar Land Rover L,Jaguar,F-TYPE Convertible,3,6,20,28,23,
2014,Jaguar Land Rover L,Jaguar,F-TYPE S Convertible,3,6,19,27,22,
2014,Jaguar Land Rover L,Jaguar,F-TYPE V8 S Convertible,5,8,16,23,18,
2014,Lamborghini,Lamborghini,Aventador Coupe,6.5,12,11,18,13,G
2014,Lamborghini,Lamborghini,Aventador Roadster,6.5,12,10,16,12,G
2014,Lamborghini,Lamborghini,Aventador Veneno Coupe,6.5,12,11,17,13,G
2014,Lamborghini,Lamborghini,Gallardo Coupe,5.2,10,13,20,16,G
2014,Lamborghini,Lamborghini,Gallardo Coupe,5.2,10,12,20,15,G
2014,Lamborghini,Lamborghini,Gallardo Spyder,5.2,10,13,20,16,G
2014,Lamborghini,Lamborghini,Gallardo Spyder,5.2,10,12,20,14,G
2014,MAZDA,MAZDA,MX-5,2,4,21,28,23,
2014,MAZDA,MAZDA,MX-5,2,4,22,28,25,
2014,MAZDA,MAZDA,MX-5,2,4,21,28,24,
2014,Mercedes-Benz,Mercedes-Benz,SL 550,4.7,8,18,25,20,
2014,Mercedes-Benz,Mercedes-Benz,SL 63 AMG,5.5,8,16,25,19,
2014,Mercedes-Benz,Mercedes-Benz,SL 65 AMG,6,12,14,21,17,G
2014,Mercedes-Benz,Mercedes-Benz,SLK 250,1.8,4,23,33,26,
2014,Mercedes-Benz,Mercedes-Benz,SLK 250,1.8,4,22,32,26,
2014,Mercedes-Benz,Mercedes-Benz,SLK 350,3.5,6,21,29,24,
2014,Mercedes-Benz,Mercedes-Benz,SLK 55 AMG,5.5,8,19,28,22,
2014,Mercedes-Benz,Mercedes-Benz,SLS AMG Black Series Coupe,6.2,8,13,17,14,G
2014,Mercedes-Benz,Mercedes-Benz,SLS AMG Coupe,6.2,8,13,19,15,G
2014,Mercedes-Benz,Mercedes-Benz,SLS AMG GT Coupe,6.2,8,13,19,15,G
2014,Mercedes-Benz,Mercedes-Benz,SLS AMG GT Roadster,6.2,8,13,19,15,G
2014,Mercedes-Benz,Mercedes-Benz,SLS AMG Roadster,6.2,8,13,19,15,G
2014,Mercedes-Benz,Mercedes-Benz,Smart fortwo (Convertible),1,3,34,38,36,
2014,Mercedes-Benz,Mercedes-Benz,Smart fortwo (COUPE),1,3,34,38,36,
2014,BMW,Mini,Mini Cooper Clubvan,1.6,4,27,35,30,
2014,BMW,Mini,Mini Cooper Clubvan,1.6,4,28,35,31,
2014,BMW,Mini,Mini Cooper Coupe,1.6,4,28,36,31,
2014,BMW,Mini,Mini Cooper Coupe,1.6,4,29,37,32,
2014,BMW,Mini,Mini Cooper Roadster,1.6,4,27,35,30,
2014,BMW,Mini,Mini Cooper Roadster,1.6,4,28,35,31,
2014,BMW,Mini,Mini Cooper S Coupe,1.6,4,26,35,30,
2014,BMW,Mini,Mini Cooper S Coupe,1.6,4,26,35,30,
2014,BMW,Mini,Mini Cooper S Roadster,1.6,4,26,35,30,
2014,BMW,Mini,Mini Cooper S Roadster,1.6,4,26,35,30,
2014,BMW,Mini,Mini John Cooper Works Coupe,1.6,4,26,35,30,
2014,BMW,Mini,Mini John Cooper Works Coupe,1.6,4,26,35,30,
2014,BMW,Mini,Mini John Cooper Works Roadster,1.6,4,26,35,30,
2014,BMW,Mini,Mini John Cooper Works Roadster,1.6,4,26,35,30,
2014,Nissan,NISSAN,370Z,3.7,6,19,26,22,
2014,Nissan,NISSAN,370Z,3.7,6,18,26,21,
2014,Nissan,NISSAN,370Z Roadster,3.7,6,18,25,21,
2014,Nissan,NISSAN,370Z Roadster,3.7,6,17,25,20,
2014,Porsche,Porsche,911 GT3,3.8,6,15,20,17,G
2014,Porsche,Porsche,Boxster,2.7,6,22,32,26,
2014,Porsche,Porsche,Boxster,2.7,6,20,30,24,
2014,Porsche,Porsche,Boxster S,3.4,6,21,30,24,
2014,Porsche,Porsche,Boxster S,3.4,6,20,28,23,
2014,Porsche,Porsche,Cayman,2.7,6,22,32,26,
2014,Porsche,Porsche,Cayman,2.7,6,20,30,24,
2014,Porsche,Porsche,Cayman S,3.4,6,21,30,24,
2014,Porsche,Porsche,Cayman S,3.4,6,20,28,23,
2014,Chrysler Group LLC,SRT,Viper,8.4,10,12,19,15,G
2014,aston martin,Aston Martin Lagonda Ltd,DB9,5.9,12,13,19,15,G
2014,aston martin,Aston Martin Lagonda Ltd,Vanquish,5.9,12,13,19,15,G
2014,Ferrari,"Ferrari North America, Inc.",Ferrari California,4.3,8,13,19,15,G
2014,Ferrari,"Ferrari North America, Inc.",Ferrari California,4.3,8,14,19,16,G
2014,Chrysler Group LLC,FIAT,500,1.4,4,27,34,30,
2014,Chrysler Group LLC,FIAT,500,1.4,4,28,34,30,
2014,Chrysler Group LLC,FIAT,500,1.4,4,31,40,34,
2014,Chrysler Group LLC,FIAT,500 Abarth,1.4,4,28,34,30,
2014,Jaguar Land Rover L,Jaguar,XK,5,8,16,24,19,
2014,Jaguar Land Rover L,Jaguar,XK,5,8,15,22,18,
2014,Jaguar Land Rover L,Jaguar,XK Convertible,5,8,16,22,18,
2014,Jaguar Land Rover L,Jaguar,XK Convertible,5,8,15,22,17,
2014,Lotus,Lotus Cars Ltd,Evora,3.5,6,19,28,22,
2014,Lotus,Lotus Cars Ltd,Evora,3.5,6,19,28,22,
2014,Lotus,Lotus Cars Ltd,Evora,3.5,6,18,26,21,
2014,Lotus,Lotus Cars Ltd,Evora,3.5,6,17,26,20,
2014,BMW,Mini,Mini Cooper Convertible,1.6,4,27,35,30,
2014,BMW,Mini,Mini Cooper Convertible,1.6,4,28,35,31,
2014,BMW,Mini,Mini Cooper S Convertible,1.6,4,26,35,30,
2014,BMW,Mini,Mini Cooper S Convertible,1.6,4,26,35,30,
2014,BMW,Mini,Mini John Cooper Works Conv.,1.6,4,26,35,30,
2014,BMW,Mini,Mini John Cooper Works Conv.,1.6,4,26,35,30,
2014,Porsche,Porsche,911 Carrera,3.4,6,20,28,23,
2014,Porsche,Porsche,911 Carrera,3.4,6,19,27,22,
2014,Porsche,Porsche,911 Carrera 4,3.4,6,20,28,23,
2014,Porsche,Porsche,911 Carrera 4,3.4,6,19,27,22,
2014,Porsche,Porsche,911 Carrera 4 Cabriolet,3.4,6,20,27,22,
2014,Porsche,Porsche,911 Carrera 4 Cabriolet,3.4,6,19,26,21,
2014,Porsche,Porsche,911 Carrera 4S,3.8,6,19,26,22,
2014,Porsche,Porsche,911 Carrera 4S,3.8,6,18,26,21,
2014,Porsche,Porsche,911 Carrera 4S Cabriolet,3.8,6,19,26,21,
2014,Porsche,Porsche,911 Carrera 4S Cabriolet,3.8,6,18,26,21,
2014,Porsche,Porsche,911 Carrera Cabriolet,3.4,6,20,28,23,
2014,Porsche,Porsche,911 Carrera Cabriolet,3.4,6,19,27,22,
2014,Porsche,Porsche,911 Carrera S,3.8,6,19,27,22,
2014,Porsche,Porsche,911 Carrera S,3.8,6,19,27,22,
2014,Porsche,Porsche,911 Carrera S Cabriolet,3.8,6,19,27,22,
2014,Porsche,Porsche,911 Carrera S Cabriolet,3.8,6,19,27,22,
2014,Porsche,Porsche,911 Targa 4,3.4,6,19,26,22,
2014,Porsche,Porsche,911 Targa 4,3.4,6,18,26,21,
2014,Porsche,Porsche,911 Targa 4S,3.8,6,18,25,21,
2014,Porsche,Porsche,911 Targa 4S,3.8,6,18,26,21,
2014,Porsche,Porsche,911 Turbo,3.8,6,17,24,20,
2014,Porsche,Porsche,911 Turbo Cabriolet,3.8,6,17,24,20,
2014,Porsche,Porsche,911 Turbo S,3.8,6,17,24,20,
2014,Porsche,Porsche,911 Turbo S Cabriolet,3.8,6,17,24,20,
2014,Toyota,SCION,FR-S,2,4,25,34,28,
2014,Toyota,SCION,FR-S,2,4,22,30,25,
2014,Toyota,SCION,iQ,1.3,4,36,37,37,
2014,Subaru,Subaru,BRZ,2,4,25,34,28,
2014,Subaru,Subaru,BRZ,2,4,22,30,25,
2014,aston martin,Aston Martin Lagonda Ltd,Rapide S,5.9,12,13,19,15,G
2014,Audi,Audi,A5 Cabriolet,2,4,24,32,27,
2014,Audi,Audi,A5 Cabriolet quattro,2,4,20,29,24,
2014,Audi,Audi,A5 quattro,2,4,20,29,24,
2014,Audi,Audi,A5 quattro,2,4,22,32,26,
2014,Audi,Audi,RS5,4.2,8,16,23,18,
2014,Audi,Audi,RS5 Cabriolet,4.2,8,16,22,18,
2014,Audi,Audi,S5,3,6,18,28,21,
2014,Audi,Audi,S5,3,6,17,26,20,
2014,Audi,Audi,S5 Cabriolet,3,6,18,26,21,
2014,Audi,Audi,TT Coupe quattro,2,4,22,31,26,
2014,Bentley,Bentley Motors Ltd.,Continental GT Speed Convertible,6,12,12,20,15,G
2014,Bentley,Bentley Motors Ltd.,Continental GTC,4,8,14,24,17,G
2014,Bentley,Bentley Motors Ltd.,Continental GTC,6,12,12,20,15,G
2014,BMW,BMW,640i Convertible,3,6,20,30,24,
2014,BMW,BMW,640i Coupe,3,6,22,32,25,
2014,BMW,BMW,640i xDrive Convertible,3,6,20,29,23,
2014,BMW,BMW,640i xDrive Coupe,3,6,20,29,23,
2014,BMW,BMW,650i Convertible,4.4,8,17,25,20,
2014,BMW,BMW,650i Coupe,4.4,8,17,25,20,
2014,BMW,BMW,650i xDrive Convertible,4.4,8,16,24,19,
2014,BMW,BMW,650i xDrive Coupe,4.4,8,16,24,19,
2014,BMW,BMW,M6 Convertible,4.4,8,14,20,16,G
2014,BMW,BMW,M6 Convertible,4.4,8,15,22,17,G
2014,BMW,BMW,M6 Coupe,4.4,8,14,20,16,G
2014,BMW,BMW,M6 Coupe,4.4,8,15,22,17,G
2014,General Motors,Chevrolet,SPARK,1.2,4,30,39,34,
2014,General Motors,Chevrolet,SPARK,1.2,4,31,39,34,
2014,Ford Motor Company,Ford,Fiesta FWD,1.6,4,29,39,32,
2014,Ford Motor Company,Ford,Fiesta FWD,1.6,4,27,38,31,
2014,Ford Motor Company,Ford,Fiesta SFE FWD,1,3,32,45,37,
2014,Ford Motor Company,Ford,Fiesta SFE FWD,1.6,4,30,41,34,
2014,Ford Motor Company,Ford,MUSTANG,3.7,6,19,31,23,
2014,Ford Motor Company,Ford,MUSTANG,3.7,6,19,29,22,
2014,Ford Motor Company,Ford,MUSTANG,5,8,18,25,20,
2014,Ford Motor Company,Ford,MUSTANG,5,8,15,26,19,
2014,Ford Motor Company,Ford,MUSTANG,5.8,8,15,24,18,
2014,Ford Motor Company,Ford,MUSTANG CONVERTIBLE,3.7,6,19,30,23,
2014,Nissan,INFINITI,Q60 AWD Coupe,3.7,6,18,25,20,
2014,Nissan,INFINITI,Q60 Convertible,3.7,6,18,26,20,
2014,Nissan,INFINITI,Q60 Convertible,3.7,6,16,24,19,
2014,Nissan,INFINITI,Q60 Coupe,3.7,6,19,27,22,
2014,Nissan,INFINITI,Q60 Coupe,3.7,6,17,25,20,
2014,Toyota,LEXUS,IS 250 C,2.5,6,21,30,24,
2014,Toyota,LEXUS,IS 350 C,3.5,6,19,27,22,
2014,Toyota,LEXUS,IS F,5,8,16,23,18,
2014,Maserati,MASERATI,GRANTURISMO,4.7,8,13,21,16,G
2014,Maserati,MASERATI,GRANTURISMO CONVERTIBLE,4.7,8,13,20,15,G
2014,Mercedes-Benz,Mercedes-Benz,C 250 (Coupe),1.8,4,22,31,25,
2014,Mercedes-Benz,Mercedes-Benz,C 350 (Coupe),3.5,6,20,28,23,
2014,Mercedes-Benz,Mercedes-Benz,C 350 4MATIC (Coupe),3.5,6,19,27,22,
2014,Mercedes-Benz,Mercedes-Benz,C 63 AMG Coupe,6.2,8,13,19,15,G
2014,Mercedes-Benz,Mercedes-Benz,E 350 (convertible),3.5,6,20,28,23,
2014,Mercedes-Benz,Mercedes-Benz,E 350 (convertible),3.5,6,19,28,22,
2014,Mercedes-Benz,Mercedes-Benz,E 350 (coupe),3.5,6,20,30,24,
2014,Mercedes-Benz,Mercedes-Benz,E 350 (coupe),3.5,6,20,29,23,
2014,Mercedes-Benz,Mercedes-Benz,E 350 (coupe),3.5,6,20,28,23,
2014,Mercedes-Benz,Mercedes-Benz,E 350 4MATIC (coupe),3.5,6,20,28,23,
2014,Mercedes-Benz,Mercedes-Benz,E 350 4MATIC (coupe),3.5,6,20,28,23,
2014,Mercedes-Benz,Mercedes-Benz,E 350 4MATIC (coupe),3.5,6,20,28,23,
2014,Mercedes-Benz,Mercedes-Benz,E 550 (convertible),4.7,8,17,26,20,
2014,Mercedes-Benz,Mercedes-Benz,E 550 (coupe),4.7,8,18,26,21,
2014,BMW,Mini,Mini Cooper Clubman,1.6,4,27,35,30,
2014,BMW,Mini,Mini Cooper Clubman,1.6,4,28,35,31,
2014,BMW,Mini,Mini Cooper S Clubman,1.6,4,26,35,30,
2014,BMW,Mini,Mini Cooper S Clubman,1.6,4,26,35,30,
2014,BMW,Mini,Mini John Cooper Works Clubman,1.6,4,26,35,30,
2014,BMW,Mini,Mini John Cooper Works Clubman,1.6,4,26,35,30,
2014,Nissan,NISSAN,GT-R,3.8,6,16,23,19,
2014,Roush,"Roush Industries, Inc.",Roush Stage 3 Mustang,5,8,16,23,18,
2014,Roush,"Roush Industries, Inc.",Roush Stage 3 Mustang,5,8,14,22,17,G
2014,Toyota,SCION,xD,1.8,4,27,33,29,
2014,Toyota,SCION,xD,1.8,4,27,33,29,
2014,Volkswagen,Volkswagen,BEETLE CONVERTIBLE,2,4,28,37,31,
2014,Volkswagen,Volkswagen,BEETLE CONVERTIBLE,2,4,23,29,25,
2014,Volkswagen,Volkswagen,BEETLE CONVERTIBLE,2,4,28,41,32,
2014,Volkswagen,Volkswagen,BEETLE CONVERTIBLE,2,4,23,31,26,
2014,Volkswagen,Volkswagen,BEETLE CONVERTIBLE,2.5,5,21,27,23,
2014,Volkswagen,Volkswagen,Eos,2,4,22,30,25,
2014,Honda,Acura,ILX,1.5,4,39,38,38,
2014,Honda,Acura,ILX,2,4,24,35,28,
2014,Honda,Acura,ILX,2.4,4,22,31,25,
2014,Honda,Acura,TSX,2.4,4,22,31,26,
2014,Honda,Acura,TSX,2.4,4,21,29,24,
2014,Honda,Acura,TSX,3.5,6,19,28,23,
2014,Audi,Audi,A4,2,4,24,32,27,
2014,Audi,Audi,A4 quattro,2,4,20,29,24,
2014,Audi,Audi,A4 quattro,2,4,22,32,26,
2014,Audi,Audi,S4,3,6,18,28,21,
2014,Audi,Audi,S4,3,6,17,26,20,
2014,Bentley,Bentley Motors Ltd.,Continental GT,4,8,15,24,18,
2014,Bentley,Bentley Motors Ltd.,Continental GT,6,12,12,21,15,G
2014,BMW,BMW,320i,2,4,24,36,28,
2014,BMW,BMW,320i,2,4,23,36,27,
2014,BMW,BMW,320i xDrive,2,4,23,35,27,
2014,BMW,BMW,328d,2,4,32,45,37,
2014,BMW,BMW,328d xDrive,2,4,31,43,35,
2014,BMW,BMW,328i,2,4,23,35,27,
2014,BMW,BMW,328i,2,4,22,34,26,
2014,BMW,BMW,328i xDrive,2,4,22,33,26,
2014,BMW,BMW,335i,3,6,22,32,25,
2014,BMW,BMW,335i,3,6,20,30,23,
2014,BMW,BMW,335i xDrive,3,6,20,30,24,
2014,BMW,BMW,335i xDrive,3,6,20,28,23,
2014,BMW,BMW,428i Coupe,2,4,23,35,27,
2014,BMW,BMW,428i Coupe,2,4,22,34,26,
2014,BMW,BMW,428i xDrive Coupe,2,4,22,33,26,
2014,BMW,BMW,435i Coupe,3,6,22,32,25,
2014,BMW,BMW,435i Coupe,3,6,20,30,23,
2014,BMW,BMW,435i xDrive Coupe,3,6,20,30,24,
2014,BMW,BMW,435i xDrive Coupe,3,6,20,28,23,
2014,BMW,BMW,640i Gran Coupe,3,6,20,30,24,
2014,BMW,BMW,640i xDrive Gran Coupe,3,6,20,29,23,
2014,BMW,BMW,650i Gran Coupe,4.4,8,17,25,20,
2014,BMW,BMW,650i xDrive Gran Coupe,4.4,8,16,24,19,
2014,BMW,BMW,ActiveHybrid 3,3,6,25,33,28,
2014,BMW,BMW,M6 Gran Coupe,4.4,8,14,20,16,G
2014,BMW,BMW,M6 Gran Coupe,4.4,8,15,22,17,G
2014,General Motors,Buick,VERANO,2,4,21,30,24,
2014,General Motors,Buick,VERANO,2,4,20,31,24,
2014,General Motors,Buick,VERANO,2.4,4,21,32,25,
2014,General Motors,Cadillac,ATS,2,4,21,31,24,
2014,General Motors,Cadillac,ATS,2,4,19,30,23,
2014,General Motors,Cadillac,ATS,2.5,4,22,33,26,
2014,General Motors,Cadillac,ATS,3.6,6,18,28,22,
2014,General Motors,Cadillac,ATS AWD,2,4,20,29,23,
2014,General Motors,Cadillac,ATS AWD,3.6,6,18,26,21,
2014,General Motors,Chevrolet,CAMARO,3.6,6,19,30,22,
2014,General Motors,Chevrolet,CAMARO,3.6,6,18,27,21,
2014,General Motors,Chevrolet,CAMARO,3.6,6,17,28,20,
2014,General Motors,Chevrolet,CAMARO,6.2,8,15,24,18,
2014,General Motors,Chevrolet,CAMARO,6.2,8,12,18,14,G
2014,General Motors,Chevrolet,CAMARO,6.2,8,14,19,16,G
2014,General Motors,Chevrolet,CAMARO,6.2,8,16,24,19,
2014,General Motors,Chevrolet,SONIC,1.4,4,27,37,31,
2014,General Motors,Chevrolet,SONIC,1.4,4,29,40,33,
2014,General Motors,Chevrolet,SONIC,1.8,4,25,35,28,
2014,General Motors,Chevrolet,SONIC,1.8,4,26,35,30,
2014,General Motors,Chevrolet,SONIC RS,1.4,4,25,33,28,
2014,General Motors,Chevrolet,SONIC RS,1.4,4,27,34,30,
2014,Chrysler Group LLC,Chrysler,200 Convertible,2.4,4,18,29,22,
2014,Chrysler Group LLC,Chrysler,200 Convertible,3.6,6,19,29,22,
2014,Ford Motor Company,Ford,Fiesta ST FWD,1.6,4,26,35,29,
2014,Ford Motor Company,Ford,FOCUS FWD,2,4,27,37,31,
2014,Ford Motor Company,Ford,FOCUS FWD,2,4,27,37,31,
2014,Ford Motor Company,Ford,FOCUS FWD,2,4,26,36,30,
2014,Ford Motor Company,Ford,FOCUS FWD,2,4,23,32,26,
2014,Ford Motor Company,Ford,Focus FWD FFV,2,4,26,37,30,
2014,Ford Motor Company,Ford,Focus FWD FFV,2,4,26,37,30,
2014,Ford Motor Company,Ford,Focus FWD FFV,2,4,26,36,30,
2014,Ford Motor Company,Ford,Focus SFE FWD FFV,2,4,28,40,33,
2014,Honda,Honda,INSIGHT,1.3,4,41,44,42,
2014,Honda,Honda,INSIGHT,1.3,4,41,44,42,
2014,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,1.6,4,24,31,27,
2014,Hyundai,HYUNDAI MOTOR COMPANY,Veloster,1.6,4,24,33,28,
2014,Nissan,INFINITI,Q50 HYBRID,3.5,6,29,36,31,
2014,Nissan,INFINITI,Q50 HYBRID AWD,3.5,6,28,35,30,
2014,Nissan,INFINITI,Q50S HYBRID,3.5,6,28,34,30,
2014,Nissan,INFINITI,Q50S HYBRID AWD,3.5,6,27,31,28,
2014,Kia,KIA MOTORS CORPORATION,Rio,1.6,4,27,37,31,
2014,Kia,KIA MOTORS CORPORATION,Rio,1.6,4,27,37,31,
2014,Kia,KIA MOTORS CORPORATION,Rio ECO,1.6,4,28,37,31,
2014,Toyota,LEXUS,CT 200h,1.8,4,43,40,42,
2014,Toyota,LEXUS,IS 250,2.5,6,21,30,24,
2014,Toyota,LEXUS,IS 250 AWD,2.5,6,20,27,23,
2014,Toyota,LEXUS,IS 350,3.5,6,19,28,22,
2014,Toyota,LEXUS,IS 350 AWD,3.5,6,19,26,21,
2014,MAZDA,MAZDA,MAZDA 2,1.5,4,28,34,30,
2014,MAZDA,MAZDA,MAZDA 2,1.5,4,29,35,32,
2014,MAZDA,MAZDA,MAZDA3 4-Door,2,4,30,41,34,
2014,MAZDA,MAZDA,MAZDA3 4-Door,2,4,29,41,33,
2014,MAZDA,MAZDA,MAZDA3 4-Door,2.5,4,28,39,32,
2014,MAZDA,MAZDA,MAZDA3 4-Door,2.5,4,28,39,32,
2014,Mercedes-Benz,Mercedes-Benz,C 250,1.8,4,22,31,25,
2014,Mercedes-Benz,Mercedes-Benz,C 300 4MATIC,3.5,6,20,29,23,
2014,Mercedes-Benz,Mercedes-Benz,C 300 4MATIC,3.5,6,20,27,22,
2014,Mercedes-Benz,Mercedes-Benz,C 300 4MATIC,3.5,6,20,27,22,
2014,Mercedes-Benz,Mercedes-Benz,C 350,3.5,6,20,29,24,
2014,Mercedes-Benz,Mercedes-Benz,C 350,3.5,6,20,29,23,
2014,Mercedes-Benz,Mercedes-Benz,C 350,3.5,6,20,29,23,
2014,Mercedes-Benz,Mercedes-Benz,C 63 AMG,6.2,8,13,19,15,G
2014,Mercedes-Benz,Mercedes-Benz,CL 550 4MATIC,4.7,8,15,24,18,
2014,Mercedes-Benz,Mercedes-Benz,CL 600,5.5,12,12,18,14,G
2014,Mercedes-Benz,Mercedes-Benz,CL 63 AMG,5.5,8,15,22,18,
2014,Mercedes-Benz,Mercedes-Benz,CL 65 AMG,6,12,12,18,14,G
2014,Mercedes-Benz,Mercedes-Benz,CLA 250,2,4,26,38,30,
2014,Mercedes-Benz,Mercedes-Benz,CLS 550,4.7,8,18,27,21,
2014,Mercedes-Benz,Mercedes-Benz,CLS 550 4MATIC,4.7,8,18,25,20,
2014,Mercedes-Benz,Mercedes-Benz,CLS 63 AMG,5.5,8,16,25,19,
2014,Mercedes-Benz,Mercedes-Benz,CLS 63 AMG 4MATIC,5.5,8,16,22,18,
2014,Mercedes-Benz,Mercedes-Benz,CLS 63 AMG S,5.5,8,16,25,19,
2014,Mercedes-Benz,Mercedes-Benz,CLS 63 AMG S 4MATIC,5.5,8,16,22,18,
2014,BMW,Mini,Mini Cooper Countryman,1.6,4,25,30,27,
2014,BMW,Mini,Mini Cooper Countryman,1.6,4,28,35,31,
2014,BMW,Mini,Mini Cooper Paceman,1.6,4,25,30,27,
2014,BMW,Mini,Mini Cooper Paceman,1.6,4,28,35,31,
2014,BMW,Mini,Mini Cooper S Countryman,1.6,4,25,32,28,
2014,BMW,Mini,Mini Cooper S Countryman,1.6,4,26,32,29,
2014,BMW,Mini,Mini Cooper S Countryman All4,1.6,4,23,30,26,
2014,BMW,Mini,Mini Cooper S Countryman All4,1.6,4,25,31,27,
2014,BMW,Mini,Mini Cooper S Paceman,1.6,4,25,32,28,
2014,BMW,Mini,Mini Cooper S Paceman,1.6,4,26,32,29,
2014,BMW,Mini,Mini Cooper S Paceman ALL4,1.6,4,23,30,26,
2014,BMW,Mini,Mini Cooper S Paceman ALL4,1.6,4,25,31,27,
2014,BMW,Mini,Mini JCW Countryman ALL4,1.6,4,23,30,26,
2014,BMW,Mini,Mini JCW Countryman ALL4,1.6,4,25,31,27,
2014,BMW,Mini,Mini JCW Paceman ALL4,1.6,4,23,30,26,
2014,BMW,Mini,Mini JCW Paceman ALL4,1.6,4,25,31,27,
2014,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,2,4,18,25,20,
2014,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,2,4,26,34,29,
2014,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,2,4,25,34,28,
2014,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,2.4,4,23,30,26,
2014,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,2.4,4,22,31,26,
2014,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER AWD,2.4,4,22,29,25,
2014,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER EVOLUTION,2,4,17,22,19,
2014,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER EVOLUTION,2,4,17,23,19,
2014,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE,1.2,3,37,44,40,
2014,Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE,1.2,3,34,42,37,
2014,Nissan,NISSAN,VERSA,1.6,4,26,35,30,
2014,Nissan,NISSAN,VERSA,1.6,4,31,40,35,
2014,Nissan,NISSAN,VERSA,1.6,4,27,36,30,
2014,Rolls-Royce,Rolls-Royce Motor Cars Limited,Phantom Coupe,6.7,12,11,19,14,G
2014,Rolls-Royce,Rolls-Royce Motor Cars Limited,Phantom Drophead Coupe,6.7,12,11,19,14,G
2014,Toyota,SCION,tC,2.5,4,23,31,26,
2014,Toyota,SCION,tC,2.5,4,23,31,26,
2014,Subaru,Subaru,IMPREZA AWD,2,4,27,36,30,
2014,Subaru,Subaru,IMPREZA AWD,2,4,25,34,28,
2014,Subaru,Subaru,IMPREZA AWD,2.5,4,19,25,21,
2014,Subaru,Subaru,IMPREZA AWD,2.5,4,17,23,19,
2014,Toyota,TOYOTA,YARIS,1.5,4,30,36,32,
2014,Toyota,TOYOTA,YARIS,1.5,4,30,37,33,
2014,Volkswagen,Volkswagen,BEETLE,2,4,29,39,32,
2014,Volkswagen,Volkswagen,BEETLE,2,4,24,30,26,
2014,Volkswagen,Volkswagen,BEETLE,2,4,28,41,32,
2014,Volkswagen,Volkswagen,BEETLE,2,4,23,31,26,
2014,Volkswagen,Volkswagen,BEETLE,2.5,5,22,29,25,
2014,Volkswagen,Volkswagen,BEETLE,2.5,5,22,31,25,
2014,Volkswagen,Volkswagen,CC,2,4,22,31,25,
2014,Volkswagen,Volkswagen,CC,2,4,21,32,25,
2014,Volkswagen,Volkswagen,CC 4MOTION,3.6,6,17,25,20,
2014,Volkswagen,Volkswagen,GOLF,2,4,30,42,34,
2014,Volkswagen,Volkswagen,GOLF,2,4,30,42,34,
